date,year,eventLabel,typeLabel,category,impact,source
2015-01-01,2015,Evento relacionado a Descoberta do Bóson ...,Avanço Científico (Relacionado),Avanço Científico (Relacionado),Baixo,Historical_Dataset_Comprehensive
2021-01-01,2021,Vacinas COVID-19 desenvolvidas,Avanço Médico,Avanço Médico,Alto,Historical_Dataset_Comprehensive
2020-01-01,2020,Consequências de Vacinas COVID-19 desenvolvidas...,Avanço Médico (Consequências),Avanço Médico (Consequências),Médio,Historical_Dataset_Comprehensive
2019-01-01,2019,Evento relacionado a Vacinas COVID-19 des...,Avanço Médico (Relacionado),Avanço Médico (Relacionado),Baixo,Historical_Dataset_Comprehensive
1917-01-01,1917,Revolução Russa,Revolução Política,Revolução Política,Alto,Historical_Dataset_Comprehensive
1916-01-01,1916,Consequências de Revolução Russa...,Revolução Política (Consequências),Revolução Política (Consequências),Médio,Historical_Dataset_Comprehensive
1916-01-01,1916,Evento relacionado a Revolução Russa...,Revolução Política (Relacionado),Revolução Política (Relacionado),Baixo,Historical_Dataset_Comprehensive
1920-01-01,1920,Evento relacionado a Revolução Russa...,Revolução Política (Relacionado),Revolução Política (Relacionado),Baixo,Historical_Dataset_Comprehensive
1922-01-01,1922,Evento relacionado a Proibição do álcool ...,Mudança Social (Relacionado),Mudança Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
1933-01-01,1933,Ascensão de Hitler,Mudança Política,Mudança Política,Alto,Historical_Dataset_Comprehensive
1934-01-01,1934,Consequências de Ascensão de Hitler...,Mudança Política (Consequências),Mudança Política (Consequências),Médio,Historical_Dataset_Comprehensive
1932-01-01,1932,Evento relacionado a Ascensão de Hitler...,Mudança Política (Relacionado),Mudança Política (Relacionado),Baixo,Historical_Dataset_Comprehensive
1936-01-01,1936,Evento relacionado a Ascensão de Hitler...,Mudança Política (Relacionado),Mudança Política (Relacionado),Baixo,Historical_Dataset_Comprehensive
1947-01-01,1947,Independência da Índia,Mudança Geopolítica,Mudança Geopolítica,Alto,Historical_Dataset_Comprehensive
1947-01-01,1947,Consequências de Independência da Índia...,Mudança Geopolítica (Consequências),Mudança Geopolítica (Consequências),Médio,Historical_Dataset_Comprehensive
1950-01-01,1950,Evento relacionado a Independência da Índ...,Mudança Geopolítica (Relacionado),Mudança Geopolítica (Relacionado),Baixo,Historical_Dataset_Comprehensive
1948-01-01,1948,Consequências de Estado de Israel...,Mudança Geopolítica (Consequências),Mudança Geopolítica (Consequências),Médio,Historical_Dataset_Comprehensive
1945-01-01,1945,Evento relacionado a Estado de Israel...,Mudança Geopolítica (Relacionado),Mudança Geopolítica (Relacionado),Baixo,Historical_Dataset_Comprehensive
1948-01-01,1948,Evento relacionado a Estado de Israel...,Mudança Geopolítica (Relacionado),Mudança Geopolítica (Relacionado),Baixo,Historical_Dataset_Comprehensive
1951-01-01,1951,Evento relacionado a Estado de Israel...,Mudança Geopolítica (Relacionado),Mudança Geopolítica (Relacionado),Baixo,Historical_Dataset_Comprehensive
1954-01-01,1954,Caso Brown vs. Conselho de Educação,Mudança Social,Mudança Social,Alto,Historical_Dataset_Comprehensive
1953-01-01,1953,Consequências de Caso Brown vs. Conselho de Edu...,Mudança Social (Consequências),Mudança Social (Consequências),Médio,Historical_Dataset_Comprehensive
1953-01-01,1953,Evento relacionado a Caso Brown vs. Conse...,Mudança Social (Relacionado),Mudança Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
1954-01-01,1954,Conferência de Bandung,Movimento Internacional,Movimento Internacional,Médio,Historical_Dataset_Comprehensive
1952-01-01,1952,Evento relacionado a Conferência de Bandu...,Movimento Internacional (Relacionado),Movimento Internacional (Relacionado),Baixo,Historical_Dataset_Comprehensive
1957-01-01,1957,Evento relacionado a Conferência de Bandu...,Movimento Internacional (Relacionado),Movimento Internacional (Relacionado),Baixo,Historical_Dataset_Comprehensive
1960-01-01,1960,Evento relacionado a Marcha em Washington...,Movimento Social (Relacionado),Movimento Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
1965-01-01,1965,Evento relacionado a Marcha em Washington...,Movimento Social (Relacionado),Movimento Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
1965-01-01,1965,Lei dos Direitos Civis (EUA),Mudança Social,Mudança Social,Alto,Historical_Dataset_Comprehensive
1965-01-01,1965,Evento relacionado a Lei dos Direitos Civ...,Mudança Social (Relacionado),Mudança Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
1965-01-01,1965,Evento relacionado a Primavera de Praga...,Movimento Social (Relacionado),Movimento Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
1970-01-01,1970,Evento relacionado a Primavera de Praga...,Movimento Social (Relacionado),Movimento Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
1969-01-01,1969,Evento relacionado a Primavera de Praga...,Movimento Social (Relacionado),Movimento Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
1973-01-01,1973,Acordos de Paris (Vietnã),Paz Internacional,Paz Internacional,Médio,Historical_Dataset_Comprehensive
1969-01-01,1969,Evento relacionado a Acordos de Paris (Vi...,Paz Internacional (Relacionado),Paz Internacional (Relacionado),Baixo,Historical_Dataset_Comprehensive
1976-01-01,1976,Morte de Mao Tsé-Tung,Mudança Política,Mudança Política,Alto,Historical_Dataset_Comprehensive
1974-01-01,1974,Evento relacionado a Morte de Mao Tsé-Tun...,Mudança Política (Relacionado),Mudança Política (Relacionado),Baixo,Historical_Dataset_Comprehensive
1975-01-01,1975,Evento relacionado a Morte de Mao Tsé-Tun...,Mudança Política (Relacionado),Mudança Política (Relacionado),Baixo,Historical_Dataset_Comprehensive
1977-01-01,1977,Evento relacionado a Morte de Mao Tsé-Tun...,Mudança Política (Relacionado),Mudança Política (Relacionado),Baixo,Historical_Dataset_Comprehensive
1990-01-01,1990,Queda do Muro de Berlin,Mudança Geopolítica,Mudança Geopolítica,Alto,Historical_Dataset_Comprehensive
1989-01-01,1989,Consequências de Queda do Muro de Berlin...,Mudança Geopolítica (Consequências),Mudança Geopolítica (Consequências),Médio,Historical_Dataset_Comprehensive
1991-01-01,1991,Evento relacionado a Queda do Muro de Ber...,Mudança Geopolítica (Relacionado),Mudança Geopolítica (Relacionado),Baixo,Historical_Dataset_Comprehensive
1990-01-01,1990,Unificação da Alemanha,Mudança Geopolítica,Mudança Geopolítica,Alto,Historical_Dataset_Comprehensive
1990-01-01,1990,Consequências de Unificação da Alemanha...,Mudança Geopolítica (Consequências),Mudança Geopolítica (Consequências),Médio,Historical_Dataset_Comprehensive
1988-01-01,1988,Evento relacionado a Unificação da Aleman...,Mudança Geopolítica (Relacionado),Mudança Geopolítica (Relacionado),Baixo,Historical_Dataset_Comprehensive
1992-01-01,1992,Evento relacionado a Unificação da Aleman...,Mudança Geopolítica (Relacionado),Mudança Geopolítica (Relacionado),Baixo,Historical_Dataset_Comprehensive
1992-01-01,1992,Evento relacionado a Tratado de Maastrich...,Mudança Política (Relacionado),Mudança Política (Relacionado),Baixo,Historical_Dataset_Comprehensive
1994-01-01,1994,Eleições na África do Sul,Mudança Política,Mudança Política,Alto,Historical_Dataset_Comprehensive
1994-01-01,1994,Consequências de Eleições na África do Sul...,Mudança Política (Consequências),Mudança Política (Consequências),Médio,Historical_Dataset_Comprehensive
1993-01-01,1993,Evento relacionado a Eleições na África d...,Mudança Política (Relacionado),Mudança Política (Relacionado),Baixo,Historical_Dataset_Comprehensive
2005-01-01,2005,Consequências de Furacão Katrina...,Desastre Natural (Consequências),Desastre Natural (Consequências),Médio,Historical_Dataset_Comprehensive
2002-01-01,2002,Evento relacionado a Furacão Katrina...,Desastre Natural (Relacionado),Desastre Natural (Relacionado),Baixo,Historical_Dataset_Comprehensive
2004-01-01,2004,Evento relacionado a Furacão Katrina...,Desastre Natural (Relacionado),Desastre Natural (Relacionado),Baixo,Historical_Dataset_Comprehensive
2008-01-01,2008,Evento relacionado a Furacão Katrina...,Desastre Natural (Relacionado),Desastre Natural (Relacionado),Baixo,Historical_Dataset_Comprehensive
2011-01-01,2011,Ocupação de Wall Street,Movimento Social,Movimento Social,Médio,Historical_Dataset_Comprehensive
2008-01-01,2008,Evento relacionado a Ocupação de Wall Str...,Movimento Social (Relacionado),Movimento Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
2012-01-01,2012,Evento relacionado a Ocupação de Wall Str...,Movimento Social (Relacionado),Movimento Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
2017-01-01,2017,Consequências de Eleição de Trump...,Mudança Política (Consequências),Mudança Política (Consequências),Médio,Historical_Dataset_Comprehensive
2013-01-01,2013,Evento relacionado a Eleição de Trump...,Mudança Política (Relacionado),Mudança Política (Relacionado),Baixo,Historical_Dataset_Comprehensive
2019-01-01,2019,Evento relacionado a Eleição de Trump...,Mudança Política (Relacionado),Mudança Política (Relacionado),Baixo,Historical_Dataset_Comprehensive
2018-01-01,2018,Greta Thunberg inicia Fridays for Future,Movimento Social,Movimento Social,Médio,Historical_Dataset_Comprehensive
2021-01-01,2021,Evento relacionado a Greta Thunberg inici...,Movimento Social (Relacionado),Movimento Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
2021-01-01,2021,George Floyd e movimento Black Lives Matter,Movimento Social,Movimento Social,Alto,Historical_Dataset_Comprehensive
2020-01-01,2020,Consequências de George Floyd e movimento Black...,Movimento Social (Consequências),Movimento Social (Consequências),Médio,Historical_Dataset_Comprehensive
2017-01-01,2017,Evento relacionado a George Floyd e movim...,Movimento Social (Relacionado),Movimento Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
2020-01-01,2020,Evento relacionado a George Floyd e movim...,Movimento Social (Relacionado),Movimento Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
2021-01-01,2021,Evento relacionado a George Floyd e movim...,Movimento Social (Relacionado),Movimento Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
1917-01-01,1917,Consequências de Fim Primeira Guerra Mundial...,Guerra Global (Consequências),Guerra Global (Consequências),Médio,Historical_Dataset_Comprehensive
1946-01-01,1946,Consequências de Fim Segunda Guerra Mundial...,Guerra Global (Consequências),Guerra Global (Consequências),Médio,Historical_Dataset_Comprehensive
1949-01-01,1949,Guerra da Coreia,Guerra Regional,Guerra Regional,Alto,Historical_Dataset_Comprehensive
1950-01-01,1950,Consequências de Guerra da Coreia...,Guerra Regional (Consequências),Guerra Regional (Consequências),Médio,Historical_Dataset_Comprehensive
1947-01-01,1947,Evento relacionado a Guerra da Coreia...,Guerra Regional (Relacionado),Guerra Regional (Relacionado),Baixo,Historical_Dataset_Comprehensive
1949-01-01,1949,Evento relacionado a Guerra da Coreia...,Guerra Regional (Relacionado),Guerra Regional (Relacionado),Baixo,Historical_Dataset_Comprehensive
1956-01-01,1956,Crise de Suez,Conflito Internacional,Conflito Internacional,Médio,Historical_Dataset_Comprehensive
1954-01-01,1954,Evento relacionado a Crise de Suez...,Conflito Internacional (Relacionado),Conflito Internacional (Relacionado),Baixo,Historical_Dataset_Comprehensive
1967-01-01,1967,Guerra dos Seis Dias,Guerra Regional,Guerra Regional,Alto,Historical_Dataset_Comprehensive
1967-01-01,1967,Consequências de Guerra dos Seis Dias...,Guerra Regional (Consequências),Guerra Regional (Consequências),Médio,Historical_Dataset_Comprehensive
1969-01-01,1969,Evento relacionado a Guerra dos Seis Dias...,Guerra Regional (Relacionado),Guerra Regional (Relacionado),Baixo,Historical_Dataset_Comprehensive
1973-01-01,1973,Guerra do Yom Kippur,Guerra Regional,Guerra Regional,Alto,Historical_Dataset_Comprehensive
1973-01-01,1973,Consequências de Guerra do Yom Kippur...,Guerra Regional (Consequências),Guerra Regional (Consequências),Médio,Historical_Dataset_Comprehensive
1979-01-01,1979,Consequências de Revolução Iraniana...,Revolução Política (Consequências),Revolução Política (Consequências),Médio,Historical_Dataset_Comprehensive
1977-01-01,1977,Evento relacionado a Guerra Irã-Iraque...,Guerra Regional (Relacionado),Guerra Regional (Relacionado),Baixo,Historical_Dataset_Comprehensive
1978-01-01,1978,Evento relacionado a Guerra Irã-Iraque...,Guerra Regional (Relacionado),Guerra Regional (Relacionado),Baixo,Historical_Dataset_Comprehensive
1983-01-01,1983,Evento relacionado a Guerra Irã-Iraque...,Guerra Regional (Relacionado),Guerra Regional (Relacionado),Baixo,Historical_Dataset_Comprehensive
1982-01-01,1982,Guerra das Malvinas,Conflito Internacional,Conflito Internacional,Médio,Historical_Dataset_Comprehensive
1980-01-01,1980,Evento relacionado a Guerra das Malvinas...,Conflito Internacional (Relacionado),Conflito Internacional (Relacionado),Baixo,Historical_Dataset_Comprehensive
1991-01-01,1991,Guerra do Golfo,Guerra Regional,Guerra Regional,Alto,Historical_Dataset_Comprehensive
1991-01-01,1991,Evento relacionado a Guerra do Golfo...,Guerra Regional (Relacionado),Guerra Regional (Relacionado),Baixo,Historical_Dataset_Comprehensive
1992-01-01,1992,Dissolução da União Soviética,Mudança Geopolítica,Mudança Geopolítica,Alto,Historical_Dataset_Comprehensive
1990-01-01,1990,Consequências de Dissolução da União Soviética...,Mudança Geopolítica (Consequências),Mudança Geopolítica (Consequências),Médio,Historical_Dataset_Comprehensive
1993-01-01,1993,Evento relacionado a Dissolução da União ...,Mudança Geopolítica (Relacionado),Mudança Geopolítica (Relacionado),Baixo,Historical_Dataset_Comprehensive
1995-01-01,1995,Consequências de Genocídio em Ruanda...,Crise Humanitária (Consequências),Crise Humanitária (Consequências),Médio,Historical_Dataset_Comprehensive
1996-01-01,1996,Acordos de Dayton,Paz Internacional,Paz Internacional,Médio,Historical_Dataset_Comprehensive
1995-01-01,1995,Evento relacionado a Acordos de Dayton...,Paz Internacional (Relacionado),Paz Internacional (Relacionado),Baixo,Historical_Dataset_Comprehensive
1999-01-01,1999,Guerra do Kosovo,Conflito Internacional,Conflito Internacional,Médio,Historical_Dataset_Comprehensive
1996-01-01,1996,Evento relacionado a Guerra do Kosovo...,Conflito Internacional (Relacionado),Conflito Internacional (Relacionado),Baixo,Historical_Dataset_Comprehensive
2002-01-01,2002,Consequências de Ataques de 11 de Setembro...,Terrorismo Global (Consequências),Terrorismo Global (Consequências),Médio,Historical_Dataset_Comprehensive
2004-01-01,2004,Evento relacionado a Ataques de 11 de Set...,Terrorismo Global (Relacionado),Terrorismo Global (Relacionado),Baixo,Historical_Dataset_Comprehensive
2000-01-01,2000,Evento relacionado a Invasão do Iraque...,Guerra Regional (Relacionado),Guerra Regional (Relacionado),Baixo,Historical_Dataset_Comprehensive
2011-01-01,2011,Primavera Árabe,Revoluções Regionais,Revoluções Regionais,Alto,Historical_Dataset_Comprehensive
2010-01-01,2010,Consequências de Primavera Árabe...,Revoluções Regionais (Consequências),Revoluções Regionais (Consequências),Médio,Historical_Dataset_Comprehensive
2014-01-01,2014,Evento relacionado a Primavera Árabe...,Revoluções Regionais (Relacionado),Revoluções Regionais (Relacionado),Baixo,Historical_Dataset_Comprehensive
2017-01-01,2017,Evento relacionado a Crise da Crimeia...,Conflito Internacional (Relacionado),Conflito Internacional (Relacionado),Baixo,Historical_Dataset_Comprehensive
2021-01-01,2021,Evento relacionado a Pandemia COVID-19...,Crise Global (Relacionado),Crise Global (Relacionado),Baixo,Historical_Dataset_Comprehensive
2023-01-01,2023,Evento relacionado a Pandemia COVID-19...,Crise Global (Relacionado),Crise Global (Relacionado),Baixo,Historical_Dataset_Comprehensive
2023-01-01,2023,Consequências de Invasão da Ucrânia...,Guerra Regional (Consequências),Guerra Regional (Consequências),Médio,Historical_Dataset_Comprehensive
1931-01-01,1931,Evento relacionado a Grande Depressão...,Crise Econômica Global (Relacionado),Crise Econômica Global (Relacionado),Baixo,Historical_Dataset_Comprehensive
1974-01-01,1974,Consequências de Crise do Petróleo...,Crise Energética (Consequências),Crise Energética (Consequências),Médio,Historical_Dataset_Comprehensive
1996-01-01,1996,Consequências de Crise Asiática...,Crise Financeira Regional (Consequências),Crise Financeira Regional (Consequências),Médio,Historical_Dataset_Comprehensive
2001-01-01,2001,Bolha da Internet,Crise Tecnológica,Crise Tecnológica,Médio,Historical_Dataset_Comprehensive
2008-01-01,2008,Evento relacionado a Crise da Dívida Euro...,Crise Econômica Regional (Relacionado),Crise Econômica Regional (Relacionado),Baixo,Historical_Dataset_Comprehensive
2011-01-01,2011,Evento relacionado a Crise da Dívida Euro...,Crise Econômica Regional (Relacionado),Crise Econômica Regional (Relacionado),Baixo,Historical_Dataset_Comprehensive
2019-01-01,2019,Recessão COVID-19,Crise Econômica Global,Crise Econômica Global,Alto,Historical_Dataset_Comprehensive
2021-01-01,2021,Consequências de Recessão COVID-19...,Crise Econômica Global (Consequências),Crise Econômica Global (Consequências),Médio,Historical_Dataset_Comprehensive
1904-01-01,1904,Consequências de Primeiro voo dos irmãos Wright...,Avanço Aeronáutico (Consequências),Avanço Aeronáutico (Consequências),Médio,Historical_Dataset_Comprehensive
1912-01-01,1912,Descoberta do elétron (Rutherford),Avanço Científico,Avanço Científico,Alto,Historical_Dataset_Comprehensive
1910-01-01,1910,Consequências de Descoberta do elétron (Rutherf...,Avanço Científico (Consequências),Avanço Científico (Consequências),Médio,Historical_Dataset_Comprehensive
1910-01-01,1910,Evento relacionado a Descoberta do elétro...,Avanço Científico (Relacionado),Avanço Científico (Relacionado),Baixo,Historical_Dataset_Comprehensive
1913-01-01,1913,Evento relacionado a Descoberta do elétro...,Avanço Científico (Relacionado),Avanço Científico (Relacionado),Baixo,Historical_Dataset_Comprehensive
1919-01-01,1919,Evento relacionado a Descoberta da Insuli...,Avanço Médico (Relacionado),Avanço Médico (Relacionado),Baixo,Historical_Dataset_Comprehensive
1925-01-01,1925,Evento relacionado a Descoberta da Insuli...,Avanço Médico (Relacionado),Avanço Médico (Relacionado),Baixo,Historical_Dataset_Comprehensive
1929-01-01,1929,Penicilina (Fleming),Avanço Médico,Avanço Médico,Alto,Historical_Dataset_Comprehensive
1926-01-01,1926,Evento relacionado a Penicilina (Fleming)...,Avanço Médico (Relacionado),Avanço Médico (Relacionado),Baixo,Historical_Dataset_Comprehensive
1942-01-01,1942,Reator nuclear (Fermi),Avanço Tecnológico,Avanço Tecnológico,Alto,Historical_Dataset_Comprehensive
1944-01-01,1944,Bomba atômica,Avanço Militar,Avanço Militar,Alto,Historical_Dataset_Comprehensive
1944-01-01,1944,Consequências de Bomba atômica...,Avanço Militar (Consequências),Avanço Militar (Consequências),Médio,Historical_Dataset_Comprehensive
1952-01-01,1952,Estrutura do DNA,Avanço Científico,Avanço Científico,Alto,Historical_Dataset_Comprehensive
1953-01-01,1953,Consequências de Estrutura do DNA...,Avanço Científico (Consequências),Avanço Científico (Consequências),Médio,Historical_Dataset_Comprehensive
1951-01-01,1951,Evento relacionado a Estrutura do DNA...,Avanço Científico (Relacionado),Avanço Científico (Relacionado),Baixo,Historical_Dataset_Comprehensive
1956-01-01,1956,Evento relacionado a Sputnik 1...,Avanço Espacial (Relacionado),Avanço Espacial (Relacionado),Baixo,Historical_Dataset_Comprehensive
1958-01-01,1958,Evento relacionado a Sputnik 1...,Avanço Espacial (Relacionado),Avanço Espacial (Relacionado),Baixo,Historical_Dataset_Comprehensive
1960-01-01,1960,Voos espaciais tripulados,Avanço Espacial,Avanço Espacial,Alto,Historical_Dataset_Comprehensive
1968-01-01,1968,Consequências de Homem na Lua...,Avanço Espacial (Consequências),Avanço Espacial (Consequências),Médio,Historical_Dataset_Comprehensive
1971-01-01,1971,Evento relacionado a Homem na Lua...,Avanço Espacial (Relacionado),Avanço Espacial (Relacionado),Baixo,Historical_Dataset_Comprehensive
1972-01-01,1972,Microprocessador,Avanço Tecnológico,Avanço Tecnológico,Alto,Historical_Dataset_Comprehensive
1972-01-01,1972,Consequências de Microprocessador...,Avanço Tecnológico (Consequências),Avanço Tecnológico (Consequências),Médio,Historical_Dataset_Comprehensive
1968-01-01,1968,Evento relacionado a Microprocessador...,Avanço Tecnológico (Relacionado),Avanço Tecnológico (Relacionado),Baixo,Historical_Dataset_Comprehensive
1981-01-01,1981,Evento relacionado a IBM PC...,Avanço Tecnológico (Relacionado),Avanço Tecnológico (Relacionado),Baixo,Historical_Dataset_Comprehensive
1982-01-01,1982,Consequências de Internet ARPANET...,Avanço Tecnológico (Consequências),Avanço Tecnológico (Consequências),Médio,Historical_Dataset_Comprehensive
1989-01-01,1989,Consequências de World Wide Web...,Avanço Tecnológico (Consequências),Avanço Tecnológico (Consequências),Médio,Historical_Dataset_Comprehensive
1996-01-01,1996,Clonagem da ovelha Dolly,Avanço Científico,Avanço Científico,Alto,Historical_Dataset_Comprehensive
1998-01-01,1998,Consequências de Clonagem da ovelha Dolly...,Avanço Científico (Consequências),Avanço Científico (Consequências),Médio,Historical_Dataset_Comprehensive
1997-01-01,1997,Evento relacionado a Clonagem da ovelha D...,Avanço Científico (Relacionado),Avanço Científico (Relacionado),Baixo,Historical_Dataset_Comprehensive
1998-01-01,1998,Evento relacionado a Genoma humano sequen...,Avanço Científico (Relacionado),Avanço Científico (Relacionado),Baixo,Historical_Dataset_Comprehensive
2007-01-01,2007,iPhone lançado,Avanço Tecnológico,Avanço Tecnológico,Alto,Historical_Dataset_Comprehensive
2007-01-01,2007,Consequências de iPhone lançado...,Avanço Tecnológico (Consequências),Avanço Tecnológico (Consequências),Médio,Historical_Dataset_Comprehensive
2012-01-01,2012,Descoberta do Bóson de Higgs,Avanço Científico,Avanço Científico,Alto,Historical_Dataset_Comprehensive
2019-01-01,2019,Consequências de Vacinas COVID-19 desenvolvidas...,Avanço Médico (Consequências),Avanço Médico (Consequências),Médio,Historical_Dataset_Comprehensive
2018-01-01,2018,Evento relacionado a Vacinas COVID-19 des...,Avanço Médico (Relacionado),Avanço Médico (Relacionado),Baixo,Historical_Dataset_Comprehensive
2022-01-01,2022,Evento relacionado a Vacinas COVID-19 des...,Avanço Médico (Relacionado),Avanço Médico (Relacionado),Baixo,Historical_Dataset_Comprehensive
1920-01-01,1920,Proibição do álcool (EUA),Mudança Social,Mudança Social,Médio,Historical_Dataset_Comprehensive
1918-01-01,1918,Evento relacionado a Proibição do álcool ...,Mudança Social (Relacionado),Mudança Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
1921-01-01,1921,Evento relacionado a Proibição do álcool ...,Mudança Social (Relacionado),Mudança Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
1932-01-01,1932,Ascensão de Hitler,Mudança Política,Mudança Política,Alto,Historical_Dataset_Comprehensive
1933-01-01,1933,Consequências de Ascensão de Hitler...,Mudança Política (Consequências),Mudança Política (Consequências),Médio,Historical_Dataset_Comprehensive
1946-01-01,1946,Independência da Índia,Mudança Geopolítica,Mudança Geopolítica,Alto,Historical_Dataset_Comprehensive
1948-01-01,1948,Consequências de Independência da Índia...,Mudança Geopolítica (Consequências),Mudança Geopolítica (Consequências),Médio,Historical_Dataset_Comprehensive
1947-01-01,1947,Evento relacionado a Independência da Índ...,Mudança Geopolítica (Relacionado),Mudança Geopolítica (Relacionado),Baixo,Historical_Dataset_Comprehensive
1946-01-01,1946,Evento relacionado a Estado de Israel...,Mudança Geopolítica (Relacionado),Mudança Geopolítica (Relacionado),Baixo,Historical_Dataset_Comprehensive
1955-01-01,1955,Consequências de Caso Brown vs. Conselho de Edu...,Mudança Social (Consequências),Mudança Social (Consequências),Médio,Historical_Dataset_Comprehensive
1956-01-01,1956,Evento relacionado a Caso Brown vs. Conse...,Mudança Social (Relacionado),Mudança Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
1955-01-01,1955,Conferência de Bandung,Movimento Internacional,Movimento Internacional,Médio,Historical_Dataset_Comprehensive
1965-01-01,1965,Consequências de Lei dos Direitos Civis (EUA)...,Mudança Social (Consequências),Mudança Social (Consequências),Médio,Historical_Dataset_Comprehensive
1967-01-01,1967,Primavera de Praga,Movimento Social,Movimento Social,Médio,Historical_Dataset_Comprehensive
1966-01-01,1966,Evento relacionado a Primavera de Praga...,Movimento Social (Relacionado),Movimento Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
1973-01-01,1973,Evento relacionado a Acordos de Paris (Vi...,Paz Internacional (Relacionado),Paz Internacional (Relacionado),Baixo,Historical_Dataset_Comprehensive
1975-01-01,1975,Morte de Mao Tsé-Tung,Mudança Política,Mudança Política,Alto,Historical_Dataset_Comprehensive
1976-01-01,1976,Consequências de Morte de Mao Tsé-Tung...,Mudança Política (Consequências),Mudança Política (Consequências),Médio,Historical_Dataset_Comprehensive
1988-01-01,1988,Consequências de Queda do Muro de Berlin...,Mudança Geopolítica (Consequências),Mudança Geopolítica (Consequências),Médio,Historical_Dataset_Comprehensive
1991-01-01,1991,Unificação da Alemanha,Mudança Geopolítica,Mudança Geopolítica,Alto,Historical_Dataset_Comprehensive
1992-01-01,1992,Tratado de Maastricht,Mudança Política,Mudança Política,Médio,Historical_Dataset_Comprehensive
1989-01-01,1989,Evento relacionado a Tratado de Maastrich...,Mudança Política (Relacionado),Mudança Política (Relacionado),Baixo,Historical_Dataset_Comprehensive
1990-01-01,1990,Evento relacionado a Tratado de Maastrich...,Mudança Política (Relacionado),Mudança Política (Relacionado),Baixo,Historical_Dataset_Comprehensive
1996-01-01,1996,Evento relacionado a Eleições na África d...,Mudança Política (Relacionado),Mudança Política (Relacionado),Baixo,Historical_Dataset_Comprehensive
2004-01-01,2004,Furacão Katrina,Desastre Natural,Desastre Natural,Alto,Historical_Dataset_Comprehensive
2017-01-01,2017,Eleição de Trump,Mudança Política,Mudança Política,Alto,Historical_Dataset_Comprehensive
2018-01-01,2018,Evento relacionado a Greta Thunberg inici...,Movimento Social (Relacionado),Movimento Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
2019-01-01,2019,Consequências de George Floyd e movimento Black...,Movimento Social (Consequências),Movimento Social (Consequências),Médio,Historical_Dataset_Comprehensive
1913-01-01,1913,Início Primeira Guerra Mundial,Guerra Global,Guerra Global,Alto,Historical_Dataset_Comprehensive
1917-01-01,1917,Evento relacionado a Fim Primeira Guerra ...,Guerra Global (Relacionado),Guerra Global (Relacionado),Baixo,Historical_Dataset_Comprehensive
1920-01-01,1920,Evento relacionado a Fim Primeira Guerra ...,Guerra Global (Relacionado),Guerra Global (Relacionado),Baixo,Historical_Dataset_Comprehensive
1939-01-01,1939,Início Segunda Guerra Mundial,Guerra Global,Guerra Global,Alto,Historical_Dataset_Comprehensive
1938-01-01,1938,Consequências de Início Segunda Guerra Mundial...,Guerra Global (Consequências),Guerra Global (Consequências),Médio,Historical_Dataset_Comprehensive
1938-01-01,1938,Evento relacionado a Início Segunda Guerr...,Guerra Global (Relacionado),Guerra Global (Relacionado),Baixo,Historical_Dataset_Comprehensive
1947-01-01,1947,Evento relacionado a Fim Segunda Guerra M...,Guerra Global (Relacionado),Guerra Global (Relacionado),Baixo,Historical_Dataset_Comprehensive
1963-01-01,1963,Consequências de Crise dos Mísseis Cubanos...,Crise Nuclear (Consequências),Crise Nuclear (Consequências),Médio,Historical_Dataset_Comprehensive
1959-01-01,1959,Evento relacionado a Crise dos Mísseis Cu...,Crise Nuclear (Relacionado),Crise Nuclear (Relacionado),Baixo,Historical_Dataset_Comprehensive
1964-01-01,1964,Evento relacionado a Crise dos Mísseis Cu...,Crise Nuclear (Relacionado),Crise Nuclear (Relacionado),Baixo,Historical_Dataset_Comprehensive
1966-01-01,1966,Consequências de Guerra dos Seis Dias...,Guerra Regional (Consequências),Guerra Regional (Consequências),Médio,Historical_Dataset_Comprehensive
1964-01-01,1964,Evento relacionado a Guerra dos Seis Dias...,Guerra Regional (Relacionado),Guerra Regional (Relacionado),Baixo,Historical_Dataset_Comprehensive
1974-01-01,1974,Consequências de Guerra do Yom Kippur...,Guerra Regional (Consequências),Guerra Regional (Consequências),Médio,Historical_Dataset_Comprehensive
